TweetID	Intent	Date	City	County	State	Country	Gender
522188763687297026	yes	2014-10-15	x	x	x	x	x
522197218854719489	yes	2014-10-15	x	x	x	x	x
522198531692834817	yes	2014-10-15	x	x	x	x	x
522210095288311808	no	2014-10-15	x	x	x	x	x
522214104321495040	no	2014-10-15	x	x	x	United States	x
522215095984984064	no	2014-10-15	Toronto	Toronto	Ontario	Canada	x
522215553067679744	yes	2014-10-15	x	x	x	x	x
522225889166508032	yes	2014-10-15	x	x	x	x	x
522230014008631296	no	2014-10-15	x	x	x	x	x
522233042161905665	yes	2014-10-15	x	x	x	x	x
522233152455327744	yes	2014-10-15	x	x	x	x	x
518265374702583808	no	2014-10-4	x	x	x	x	x
518329405064888321	no	2014-10-4	Washington	District of Columbia	District of Columbia	United States	x
518374757683957760	yes	2014-10-4	x	x	x	x	x
518427696746209280	no	2014-10-4	x	x	x	x	x
518449906126966785	yes	2014-10-4	x	x	x	x	x
518452330606239745	yes	2014-10-4	x	x	x	x	x
518460983728431104	yes	2014-10-4	x	x	x	x	x
518546247226232833	no	2014-10-4	x	x	x	x	x
518576337402232832	yes	2014-10-5	x	x	x	x	x
518577682268033024	yes	2014-10-5	x	x	x	x	x
518579595168448512	no	2014-10-5	x	x	x	x	x
525506480402079744	yes	2014-10-24	x	x	x	x	x
525511665438044160	yes	2014-10-24	x	x	x	x	x
525515758424834048	yes	2014-10-24	x	x	x	x	x
525567314100772865	no	2014-10-24	x	x	x	India	x
525591677679853569	yes	2014-10-24	x	x	Tennessee	United States	x
525593581084356609	no	2014-10-24	x	x	x	x	x
525594768643203072	no	2014-10-24	x	x	x	India	x
525602461848186880	no	2014-10-24	x	x	x	India	x
525608308585926656	no	2014-10-24	x	x	x	x	x
525617899164426241	yes	2014-10-24	x	x	x	Turkey	x
525639587725471747	yes	2014-10-24	x	x	x	x	x
525647531967913984	yes	2014-10-24	x	x	x	x	x
525653553407590401	no	2014-10-24	x	x	x	x	x
525656416833765376	yes	2014-10-24	x	x	x	x	x
525667032529108992	no	2014-10-24	x	x	Oregon	United States	x
525667761880834049	yes	2014-10-24	Hamburg	Erie County	New York	United States	x
525672077865791490	no	2014-10-24	x	x	x	India	x
525676122202468352	yes	2014-10-24	Crown Point	Lake County	Indiana	United States	x
525677801928929281	yes	2014-10-24	x	x	x	x	x
525683920537673729	yes	2014-10-24	x	x	x	x	x
525692629854330880	yes	2014-10-24	x	x	x	x	x
525693340755324928	no	2014-10-24	x	x	x	x	x
525696434776309760	no	2014-10-24	x	x	x	x	x
525699145378848768	yes	2014-10-24	x	x	Minnesota	United States	x
525704177767686144	no	2014-10-24	Youngstown	Mahoning County	Ohio	United States	x
525710691756306432	yes	2014-10-24	x	x	x	x	x
525714980209823746	yes	2014-10-24	Vancouver	Greater Vancouver	British Columbia	Canada	x
525718119944568833	yes	2014-10-24	x	x	x	x	x
525722603290640384	yes	2014-10-24	x	x	x	x	x
525725300479778816	no	2014-10-24	South San Francisco	San Mateo County	California	United States	x
525729947584065537	yes	2014-10-24	x	x	x	x	x
525732422722531328	no	2014-10-24	x	x	x	United Kingdom	x
525737458395537408	yes	2014-10-24	x	x	x	x	x
525740086013734912	yes	2014-10-24	x	x	x	x	x
525742739070390272	yes	2014-10-24	x	x	x	x	x
525747876446887936	yes	2014-10-24	Buffalo	Erie County	New York	United States	x
525749666663903232	no	2014-10-24	Brooklyn	Kings County	New York	United States	x
525750658478399491	no	2014-10-24	x	x	x	India	x
525751471438983169	no	2014-10-24	Toronto	Toronto	Ontario	Canada	x
525755706251956224	no	2014-10-24	x	x	x	India	x
525762960762109952	yes	2014-10-24	x	x	x	x	x
525767168949248000	yes	2014-10-24	x	x	x	x	x
525771133275357184	no	2014-10-24	x	x	x	x	x
525775161799479297	no	2014-10-24	x	x	x	India	x
525780288157532160	no	2014-10-24	Manhattan	Will County	Illinois	United States	x
525782029065928704	yes	2014-10-24	x	x	x	x	x
525784985400528896	yes	2014-10-24	Chicago	Cook County	Illinois	United States	x
525786542317793280	yes	2014-10-24	Toronto	Toronto	Ontario	Canada	x
525791619170435072	no	2014-10-24	x	x	x	x	x
525812515713073152	yes	2014-10-25	x	x	US Virgin Islands	United States	x
525814461194858496	yes	2014-10-25	x	x	South Carolina	United States	x
525841235903143936	no	2014-10-25	x	x	x	India	x
525845408090583040	yes	2014-10-25	x	x	x	x	x
525845757874536448	no	2014-10-25	x	x	California	United States	x
525847138794627072	yes	2014-10-25	Brooklyn	Kings County	New York	United States	x
525847934416334849	yes	2014-10-25	x	x	x	x	x
525849409183956993	yes	2014-10-25	x	x	x	x	x
519663919061667842	yes	2014-10-8	x	x	Texas	United States	x
519674874042654720	yes	2014-10-8	Queens	Queens County	New York	United States	x
519685513234497537	yes	2014-10-8	x	x	x	x	x
522823667429171201	no	2014-10-16	x	x	x	x	x
522830192428204033	yes	2014-10-16	x	x	x	Canada	x
522832880800505856	yes	2014-10-16	Flagstaff	Coconino County	Arizona	United States	x
522847247244206080	yes	2014-10-16	East Side	Carbon County	Pennsylvania	United States	x
522849838308659200	yes	2014-10-16	x	x	x	x	x
522852704616321024	yes	2014-10-16	x	x	x	x	x
522863192712966144	yes	2014-10-16	x	x	x	x	x
522871523418570753	no	2014-10-16	x	x	x	x	x
522874173912543232	yes	2014-10-16	x	x	x	x	x
522908026831790081	no	2014-10-17	x	x	x	x	x
522939307632631809	yes	2014-10-17	x	x	x	x	x
522948781139316736	yes	2014-10-17	x	x	x	x	x
522951171888381952	no	2014-10-17	x	x	x	x	x
524776930584043520	yes	2014-10-22	x	x	Colorado	United States	x
524784356892884993	yes	2014-10-22	x	x	x	x	x
524795243255058432	yes	2014-10-22	x	x	x	x	x
524864742662635520	no	2014-10-22	Rochester	Monroe County	New York	United States	x
524876925584412672	no	2014-10-22	x	x	x	x	x
524905643443245056	no	2014-10-22	x	x	x	x	x
524918800706060288	no	2014-10-22	x	x	x	United States	x
524943199811678208	no	2014-10-22	x	x	x	x	x
524946112583860224	no	2014-10-22	x	x	x	x	x
524955368573894657	yes	2014-10-22	x	x	x	x	x
524957089261944832	no	2014-10-22	x	x	x	x	x
524964960640962561	no	2014-10-22	x	x	x	x	x
524977193802534912	yes	2014-10-22	Tuscumbia	Colbert County	Alabama	United States	x
524978534113357824	yes	2014-10-22	Lincoln Park	Wayne County	Michigan	United States	x
524982249683705856	no	2014-10-22	x	x	Michigan	United States	x
524984858008092672	no	2014-10-22	x	x	x	x	x
524987997649772544	no	2014-10-22	Baltimore	Baltimore City	Maryland	United States	x
524992752518705152	yes	2014-10-22	x	x	x	x	x
524994609198669824	no	2014-10-22	Gonzales	Gonzales County	Texas	United States	x
525008281203642369	yes	2014-10-22	x	x	x	x	x
525018267862454272	yes	2014-10-22	x	x	x	x	x
525022729595260930	yes	2014-10-22	Casper	Natrona County	Wyoming	United States	x
525025486003380224	yes	2014-10-22	Albuquerque	Bernalillo County	New Mexico	United States	x
525025822537957377	yes	2014-10-22	x	x	x	x	x
525028742901424128	no	2014-10-22	Springfield	Greene County	Missouri	United States	x
525029307840991232	yes	2014-10-22	Las Vegas	Clark County	Nevada	United States	x
525042704149803008	yes	2014-10-22	x	x	x	x	x
525043150138904576	yes	2014-10-22	x	x	x	x	x
525048834377142272	yes	2014-10-22	Toronto	Toronto	Ontario	Canada	x
525064971344834560	yes	2014-10-22	x	x	x	x	x
525066395395313664	yes	2014-10-22	El Paso	El Paso County	Texas	United States	x
525068652195106817	no	2014-10-22	x	x	x	x	x
525071030549622784	no	2014-10-22	x	x	x	x	x
525071370687094785	yes	2014-10-22	x	x	x	x	x
525075981543800832	no	2014-10-23	x	x	Florida	United States	x
525084249763115008	no	2014-10-23	x	x	x	x	x
520420123665248257	no	2014-10-10	x	x	x	x	x
519607789379780609	yes	2014-10-7	x	x	x	x	x
519611512592162817	yes	2014-10-7	x	x	x	x	x
517551723851034624	yes	2014-10-2	x	x	New York	United States	x
517554401645719552	no	2014-10-2	x	x	x	x	x
517573525008547840	yes	2014-10-2	x	x	x	x	x
517609107101331456	yes	2014-10-2	x	x	x	x	x
517641510909923328	yes	2014-10-2	x	x	x	x	x
517655113000038400	no	2014-10-2	Portsmouth	Portsmouth City	Virginia	United States	x
517662669932077057	no	2014-10-2	x	x	x	x	x
517662717654884352	yes	2014-10-2	x	x	x	x	x
517669425215193088	no	2014-10-2	German	Chenango County	New York	United States	x
517675798019313665	yes	2014-10-2	x	x	x	x	x
517679282298966016	yes	2014-10-2	x	x	New York	United States	x
517700390645932034	no	2014-10-2	x	x	Georgia	United States	x
517701988360806400	no	2014-10-2	x	x	x	x	x
517706359799021568	yes	2014-10-2	x	x	x	x	x
517715551209414656	yes	2014-10-2	x	x	New Jersey	United States	x
517716087736397824	no	2014-10-2	Garden City	Finney County	Kansas	United States	x
517730843536949248	no	2014-10-2	x	x	x	x	x
517745084562169856	no	2014-10-2	x	x	x	x	x
517751512999944192	no	2014-10-2	Washington	District of Columbia	District of Columbia	United States	x
517753449639714816	no	2014-10-2	x	x	x	x	x
519652597267836928	no	2014-10-8	Seymour	Jackson County	Indiana	United States	x
521157760566575104	no	2014-10-12	Dallas	Dallas County	Texas	United States	x
521158859722088448	yes	2014-10-12	x	x	x	x	x
527571842232774658	no	2014-10-29	x	x	Florida	United States	x
527578662418542592	no	2014-10-29	x	x	x	x	x
527580801375162371	no	2014-10-29	x	x	x	x	x
527587018478723072	yes	2014-10-29	Goose Creek	Berkeley County	South Carolina	United States	x
527595520349708288	no	2014-10-29	x	x	x	x	x
527603682762686465	yes	2014-10-29	Toronto	Toronto	Ontario	Canada	x
527606615567253504	yes	2014-10-29	x	x	x	x	x
527628265943756801	no	2014-10-30	Toronto	Toronto	Ontario	Canada	x
527646132365586432	no	2014-10-30	x	x	x	x	x
527652338173898752	yes	2014-10-30	Charleston	Charleston County	South Carolina	United States	x
527653370329571330	yes	2014-10-30	x	x	x	x	x
527665060353560576	yes	2014-10-30	x	x	x	x	x
527666657666543616	yes	2014-10-30	Grapevine	Tarrant County	Texas	United States	x
524080673750265857	yes	2014-10-20	x	x	x	x	x
524099709355294720	no	2014-10-20	x	x	x	x	x
524131061148557312	no	2014-10-20	x	x	x	x	x
524143674226405376	no	2014-10-20	x	x	x	x	x
524185696249319424	yes	2014-10-20	South San Francisco	San Mateo County	California	United States	x
524187042578956288	yes	2014-10-20	Pittsburgh	Allegheny County	Pennsylvania	United States	x
524188235636150272	no	2014-10-20	Naples	Collier County	Florida	United States	x
524193065448136704	no	2014-10-20	x	x	x	x	x
524208257221812224	no	2014-10-20	Amsterdam	Noord-Holland	x	The Netherlands	x
524211038669910016	no	2014-10-20	Dallas	Dallas County	Texas	United States	x
524212182587039744	no	2014-10-20	x	x	x	x	x
524215340293971968	no	2014-10-20	Towson	Baltimore County	Maryland	United States	x
524222732548845569	no	2014-10-20	x	x	x	x	x
524224624918548480	no	2014-10-20	x	x	New York	United States	x
524224777800519681	no	2014-10-20	Knoxville	Knox County	Tennessee	United States	x
524225226323021824	no	2014-10-20	x	x	x	x	x
524226814588092418	no	2014-10-20	x	x	x	x	x
524234151890006016	no	2014-10-20	x	x	x	x	x
524234701649629184	no	2014-10-20	x	x	x	x	x
524239234631094272	yes	2014-10-20	x	x	x	x	x
524242768139255808	no	2014-10-20	Calico Rock	Izard County	Arkansas	United States	x
524247896305451008	yes	2014-10-20	x	x	x	x	x
524251692397625344	no	2014-10-20	x	x	x	x	x
524265096558952448	no	2014-10-20	x	x	x	x	x
524274071412801536	no	2014-10-20	x	x	Iowa	United States	x
524286455850356738	no	2014-10-20	Davis	Yolo County	California	United States	x
524287141635833859	no	2014-10-20	Potomac	Montgomery County	Maryland	United States	x
524290844216803328	yes	2014-10-20	x	x	x	x	x
524291656275988480	no	2014-10-20	x	x	x	x	x
524293152299945984	yes	2014-10-20	x	x	x	x	x
524302698653294594	yes	2014-10-20	x	x	Colorado	United States	x
524307488003198977	yes	2014-10-20	x	x	Indiana	United States	x
524308701142724609	no	2014-10-20	x	x	Iowa	United States	x
524311683427090432	no	2014-10-20	Columbus	Franklin County	Ohio	United States	x
524315744708734977	no	2014-10-20	x	x	x	x	x
524319375570894848	no	2014-10-20	Houston	Harris County	Texas	United States	x
524331028161499136	yes	2014-10-20	x	x	x	x	x
524333895551291394	yes	2014-10-20	x	x	x	x	x
524340517719773184	yes	2014-10-20	x	x	x	x	x
524350523764641792	no	2014-10-21	x	x	x	x	x
524352266505957376	no	2014-10-21	Tucson	Pima County	Arizona	United States	x
524354213061869568	no	2014-10-21	x	x	Alberta	Canada	x
524359820108107777	yes	2014-10-21	x	x	x	x	x
524363705165676545	yes	2014-10-21	x	x	x	x	x
524371807986806785	yes	2014-10-21	x	x	x	x	x
524379925122252800	yes	2014-10-21	x	x	California	United States	x
524384266080518144	yes	2014-10-21	Valparaiso	Porter County	Indiana	United States	x
524394344132788224	no	2014-10-21	x	x	Minnesota	United States	x
521354699866648576	no	2014-10-12	Pittsburgh	Allegheny County	Pennsylvania	United States	x
520617280020152320	no	2014-10-10	Ann Arbor	Washtenaw County	Michigan	United States	x
520617341055287296	no	2014-10-10	x	x	x	x	x
527681225683505152	no	2014-10-30	x	x	x	x	x
527699162935361536	no	2014-10-30	x	x	x	x	x
527798064430317568	no	2014-10-30	x	x	x	x	x
527801721033342976	yes	2014-10-30	x	x	x	x	x
527815386847518721	no	2014-10-30	x	x	Indiana	United States	x
527846204319989760	yes	2014-10-30	x	x	x	x	x
527849989104742400	yes	2014-10-30	x	x	Indiana	United States	x
527852561676505088	no	2014-10-30	x	x	x	x	x
527856909118738432	no	2014-10-30	x	x	x	x	x
527859369724346368	no	2014-10-30	x	x	x	Canada	x
527865520247169024	no	2014-10-30	x	x	x	x	x
527865883280949249	no	2014-10-30	x	x	x	x	x
527869459684270081	no	2014-10-30	x	x	x	x	x
527869485319852032	no	2014-10-30	x	x	x	x	x
527886670759481344	yes	2014-10-30	Austin	Travis County	Texas	United States	x
527891035322851328	no	2014-10-30	x	x	x	Canada	x
527891582109114368	yes	2014-10-30	x	x	x	x	x
527897800928133121	no	2014-10-30	Baton Rouge	East Baton Rouge Parish	Louisiana	United States	x
527899023605129216	yes	2014-10-30	Edmonton	Alberta	Alberta	Canada	x
527904241470672896	no	2014-10-30	x	x	x	x	x
527923518647058432	yes	2014-10-30	x	x	x	x	x
527928131534192642	yes	2014-10-30	x	x	x	x	x
527928862261260290	no	2014-10-30	x	x	x	x	x
527930409137369088	no	2014-10-30	x	x	x	x	x
527941690817253376	yes	2014-10-30	x	x	x	x	x
527944916908122112	yes	2014-10-30	Yorktown	York County	Virginia	United States	x
527949365814759424	yes	2014-10-30	Mebane	Alamance County	North Carolina	United States	x
527950177018335233	no	2014-10-30	Toronto	Toronto	Ontario	Canada	x
527950673724207104	no	2014-10-30	Washington	District of Columbia	District of Columbia	United States	x
527953994560598018	no	2014-10-30	x	x	x	x	x
527958539537764352	no	2014-10-30	x	x	x	x	x
527962137671389184	yes	2014-10-30	x	x	x	x	x
527979393671372800	no	2014-10-31	x	x	x	x	x
527985262669082624	no	2014-10-31	x	x	x	x	x
527993667072819201	yes	2014-10-31	x	x	x	x	x
527994891604082689	no	2014-10-31	x	x	x	x	x
528007419037638657	no	2014-10-31	x	x	x	x	x
528020359845773313	no	2014-10-31	New York	New York County	New York	United States	x
528032859706384384	yes	2014-10-31	x	x	x	x	x
528033143899844608	yes	2014-10-31	x	x	x	x	x
518983623664758784	no	2014-10-6	x	x	x	x	x
520423514797789184	no	2014-10-10	x	x	x	x	x
520556886966669312	yes	2014-10-10	x	x	x	x	x
520383011942973441	yes	2014-10-10	x	x	x	x	x
521531446985756673	no	2014-10-13	x	x	x	x	x
521607805498040320	no	2014-10-13	x	x	x	x	x
521619022769442817	no	2014-10-13	x	x	x	x	x
521622557112684544	no	2014-10-13	x	x	x	x	x
521624046165712897	no	2014-10-13	x	x	x	x	x
521627530621898752	yes	2014-10-13	Little Rock	Pulaski County	Arkansas	United States	x
521639171824582656	no	2014-10-13	x	x	x	x	x
521653725958782976	no	2014-10-13	Raleigh	Wake County	North Carolina	United States	x
521662727824363522	no	2014-10-13	Boca Raton	Palm Beach County	Florida	United States	x
521676615508824064	yes	2014-10-13	x	x	x	x	x
521676793288593408	no	2014-10-13	x	Cheshire	England	United Kingdom	x
521679241331478528	no	2014-10-13	Halifax	Halifax	Nova Scotia	Canada	x
521688531169988609	yes	2014-10-13	x	x	x	x	x
521698579392761856	no	2014-10-13	x	x	x	x	x
521699911168188417	yes	2014-10-13	x	x	x	x	x
521707661243736065	no	2014-10-13	x	x	x	x	x
521708847560290304	no	2014-10-13	Fort Worth	Tarrant County	Texas	United States	x
521721247626199042	no	2014-10-13	x	x	New York	United States	x
521724893726273537	no	2014-10-13	x	x	x	x	x
521738934796427264	yes	2014-10-13	x	x	x	x	x
521748741754081282	no	2014-10-13	Wayne	Passaic County	New Jersey	United States	x
521776455156379648	yes	2014-10-13	x	x	x	x	x
521778089358274561	yes	2014-10-13	x	x	x	x	x
521778570021318656	no	2014-10-13	Yuba City	Sutter County	California	United States	x
521779150957596672	no	2014-10-13	x	x	x	x	x
521779365760077824	no	2014-10-13	Fairview Heights	St Clair County	Illinois	United States	x
521782712537858049	no	2014-10-13	x	x	x	x	x
521783177938210816	no	2014-10-13	x	x	x	x	x
521788486614257664	yes	2014-10-13	x	x	x	x	x
521801121355268096	yes	2014-10-13	x	x	x	x	x
521814694265618432	no	2014-10-14	x	x	x	x	x
521815086135263232	yes	2014-10-14	x	x	x	x	x
521818413098749952	no	2014-10-14	x	x	Kansas	United States	x
521829971384606720	yes	2014-10-14	x	x	x	x	x
521833350261395456	yes	2014-10-14	x	x	x	x	x
521841385394429954	no	2014-10-14	x	x	x	x	x
521846205304033281	yes	2014-10-14	x	x	x	x	x
521849659107848192	no	2014-10-14	x	x	x	x	x
521849659107848192	no	2014-10-14	x	x	x	x	x
521850843403149312	yes	2014-10-14	Portland	Multnomah County	Oregon	United States	x
521861240239321088	yes	2014-10-14	x	x	x	x	x
521871698766086147	no	2014-10-14	Seattle	King County	Washington	United States	x
521191937974747136	no	2014-10-12	x	x	x	x	x
521196273840701440	no	2014-10-12	x	x	x	United Kingdom	x
521265034555846657	no	2014-10-12	x	x	x	United States	x
521276563787382784	no	2014-10-12	x	x	x	x	x
521286729655799808	no	2014-10-12	York	North Yorkshire	England	United Kingdom	x
520627814320467968	no	2014-10-10	Seattle	King County	Washington	United States	x
520645590208630785	no	2014-10-10	x	x	x	x	x
520655988236754945	yes	2014-10-10	x	x	x	x	x
520658142871683072	yes	2014-10-10	x	x	x	x	x
520660522627530752	no	2014-10-10	x	x	x	x	x
520676797352910848	no	2014-10-10	x	x	California	United States	x
520684486804381696	no	2014-10-10	x	x	Mississippi	United States	x
520685244802809856	yes	2014-10-10	x	x	x	x	x
517989947366985728	yes	2014-10-3	x	x	South Carolina	United States	x
518008055045586944	no	2014-10-3	Brooklyn	Kings County	New York	United States	x
518014453984817152	no	2014-10-3	x	x	Rhode Island	United States	x
518026987336499201	yes	2014-10-3	x	x	x	x	x
518029921956814849	no	2014-10-3	x	x	x	x	x
518030644430266368	no	2014-10-3	x	x	x	x	x
518032407820517376	no	2014-10-3	x	x	x	x	x
518040052178644992	no	2014-10-3	Manchester	Lancashire	England	United Kingdom	x
518057202226302976	yes	2014-10-3	Hackettstown	Warren County	New Jersey	United States	x
518067713227636736	yes	2014-10-3	x	x	x	x	x
518078283528032258	yes	2014-10-3	x	x	x	x	x
518083240893362176	yes	2014-10-3	x	x	x	x	x
518088116297809920	no	2014-10-3	x	x	x	x	x
518090561681915905	yes	2014-10-3	x	x	x	x	x
518101261866897408	no	2014-10-3	x	x	California	United States	x
518102379804512256	yes	2014-10-3	x	x	x	x	x
518102394366738433	no	2014-10-3	x	x	x	x	x
518119381617090560	yes	2014-10-3	x	x	x	x	x
518132483419041792	no	2014-10-3	x	x	x	x	x
518138367561965568	no	2014-10-3	x	x	x	United States	x
518159458011066368	yes	2014-10-3	x	x	x	x	x
518160641815633920	yes	2014-10-3	x	x	x	x	x
518160657603366912	no	2014-10-3	Memphis	Shelby County	Tennessee	United States	x
518163269497143296	no	2014-10-3	x	x	x	United States	x
518174154009219072	yes	2014-10-3	x	x	x	x	x
518182882863755265	no	2014-10-3	x	x	x	x	x
518190673338859520	yes	2014-10-4	x	x	x	x	x
518202561334378497	no	2014-10-4	x	x	x	x	x
518221112455749632	no	2014-10-4	x	x	x	x	x
518222185862017024	no	2014-10-4	x	x	x	Canada	x
518229844984102912	yes	2014-10-4	x	x	x	x	x
518232058267578368	no	2014-10-4	x	x	Oregon	United States	x
520694250560712704	yes	2014-10-10	x	x	x	x	x
520702484528914432	no	2014-10-10	Spokane	Spokane County	Washington	United States	x
520714944447127553	no	2014-10-10	Los Angeles	Los Angeles County	California	United States	x
520757639295557633	yes	2014-10-11	x	x	Massachusetts	United States	x
520784404147613696	yes	2014-10-11	x	x	x	x	x
